,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Unnamed: 64
166490,France,FRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,6.46267458092834,6.304481388883821,6.141695390504969,5.64312630211287,5.40521991060177,5.23267819034556,5.107417052880121,5.1135394635633,4.92496255867054,4.3807865494612495,4.11745254943456,3.9478467302199602,3.84571458925394,3.74263369659249,3.67444283909163,3.8062382697292,3.7574203004763596,3.84721941942832,3.7518817196533902,3.73748620877249,3.75630776834631,3.86455802827196,3.83801738917463,3.8538424303325898,3.7945995761278795,3.7428879868614304,3.67363857118752,3.71493335287215,3.52770043165591,3.42859595347626,3.3397032193586598,3.3478806174757003,3.20326237354212,3.2019219717103,3.1672068411802594,2.96734524276981,2.8744588744588704,2.82795238120884,2.65032647029385,2.5927469838278197,2.4822380857373796,2.41756598621766,2.43609355919309,2.49493151877822,2.50525375597338,2.40924625050611,2.3513771331455096,2.2805146907322698,2.26176733354079,2.48633820520527,2.33790693979669,2.25766128424981,2.23692601124854,2.22039695086268,2.2303600626115,2.26989054016681,2.32732364460048,2.34967851446849,2.29394279932913,,
167931,French Polynesia,PYF,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169372,Gabon,GAB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,1.1077844311377198,1.01508888474928,1.36759569663221,1.4324019145470601,1.44053282588011,1.55023041474654,1.30353817504655,0.679580306698951,0.7807093425605541,0.6684744819913779,1.02970153578673,,1.87713310580205,1.60362751603628,2.28680323963792,2.44764067625536,2.5535866284918396,2.25549415242257,2.85904698433855,3.9959277169763303,,,,,,,,,,,,,,1.80145224765811,1.79395209821725,1.7831702768209698,1.6683279328940201,1.6131661692941002,1.24868216929966,1.2826192101325802,,,,1.87162256589575,1.4624342299704298,1.6198046478709498,1.60404717948982,1.14481839629997,1.18502560807756,1.4475426228381,1.81048946881181,1.5312076297688402,,
170813,"Gambia, The",GMB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,0.34090903037836795,0.477501573316551,0.55122589453325,0.5639390168014929,0.6310866222450029,0.8105313172531371,0.958392269816802,1.09274310902386,0.578908745403564,0.49025762101537196,0.33857618802678896,0.310370827289665,0.36724563507567703,0.4632777979975471,0.5196900114957629,0.481928244328361,0.43193262609338595,0.42450718960358896,0.35702629699910404,0.390720316085442,0.410205890900591,0.33369771589666897,0.47824624355236606,0.42534675006799,0.569182611496382,1.7771909278812301,0.7878068091844809,,,1.22777550672147,1.1545471931316003,1.75218936593792,1.53184769272647,,,1.0734336670332199,,
172254,Georgia,GEO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21021611001965,1.25362255203302,1.13697457239004,0.924390502064002,0.615582171946001,0.740185795624813,1.00053245493916,1.06848947173605,1.3738383396272502,3.3391819910678198,5.21831195295107,9.15910508538408,8.5200970909415,5.60658289780941,3.90244607923484,3.2476045048444804,3.10460411058295,2.73769737743406,2.5175823171808,2.14041287080481,2.19911914111062,2.03207126407808,1.93504651785341,,
173695,Germany,DEU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.00495260755434,3.97312791959609,4.7763370447868,5.20480474956955,4.65770592620201,4.34619291940207,4.15308172619979,4.33196137406997,3.61881059287089,3.6105620066241606,3.20049916805324,3.25104937037777,3.36503425991704,3.3566519896300604,3.46450705296377,3.4879584762527003,3.33110143957148,3.2277625915103503,3.23960880195599,3.1490296594654,3.1460203926343,3.23157219147725,3.2235151881517297,3.21573691651731,3.10870488322718,3.0461901037169503,2.96433426860664,2.94518040051449,2.80559784205325,2.69035363883198,2.67548290323568,2.1224205595645,1.9765000117971798,1.79914786537417,1.6469521223412702,1.58825202224469,1.55726982017526,1.49718619890295,1.47763138988123,1.48207159738096,1.4436233746598102,1.4059683005711399,1.4107699758746002,1.3990486829303401,1.3480899490007099,1.32993750162983,1.2687767679933102,1.23705351281021,1.28131660511996,1.38890695368007,1.35365069029402,1.2811121962768899,1.3112614474342499,1.22399371603261,1.18250589568467,1.17745649193469,1.18990426457789,1.2341411022353501,1.2337687568881202,,
175136,Ghana,GHA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.70665901262916,2.10300429184549,2.00100300902708,2.0163487738419597,1.92198868229588,1.7326057298772202,2.2266139657444,,2.6558823529411804,2.50125062531266,2.11819389110226,1.7013194722111202,1.42984014209591,1.36493432324386,1.5815450643776798,1.7149346961953402,1.56680968433956,1.2532473349458,0.8512818069188979,0.6463043016086739,0.773574778895293,0.7411135316989771,0.541347121490787,0.341179539008248,0.5932118819785561,1.00044308668175,0.900516843869348,0.8926273458445041,0.437880517503805,0.43084652239258797,0.276510427354999,0.3689750449888621,0.377347219697109,0.421951639889914,0.426586695929125,0.46609265809995204,0.39354083541621404,0.40542857316643605,0.47170600610907004,0.471795170915902,0.627279006121547,0.373922952383641,0.3683538270859621,0.42851277702141904,0.38977726425766496,0.3674592972885829,0.371042977391259,0.509249882381586,0.39844462007443704,0.45535236365668996,0.380677683684574,0.592259762655998,0.804165256141085,0.53339642720974,0.6789985412821171,0.5265142240139951,0.38246672396885,0.40171884320713297,0.41391681686450804,,
176577,Gibraltar,GIB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178018,Greece,GRC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.8573029595343495,4.24357000022985,4.04842971228294,3.82448463962285,3.5735621103210597,3.49846492059281,3.58468738765907,4.34570766758805,4.69018026641258,4.78878606005897,4.19730219448359,4.1191991730591395,3.9565251449161805,3.5177090640907998,4.82446883464592,5.84732162220776,5.82922738415295,5.9185356544211105,5.5754445124941805,5.181248328693,4.6608059951787,5.7357013089349005,5.62659345822855,5.17247666277713,4.83544433693963,4.69256693840525,4.12801512211307,4.25552044841929,4.19823223061689,3.7658694645888002,3.7982603270707798,3.484865109943,3.62980089042347,3.6001246956170396,3.58197232877289,3.17319019644845,3.31191328182087,3.36586889039913,3.53386881535161,3.36046994465272,3.4653553200888103,3.25141285622817,3.07737457530621,2.4938947524985804,2.60567252971209,2.8365962771118904,2.7834188702649802,2.6793059214126402,2.98305234467131,3.2248411378296398,2.727009925486,2.47694916546224,2.40769137499271,2.35768125078197,2.33358454907882,2.4509422855293796,2.5430631862013398,2.51912140468631,2.3852815561237,,
179459,Greenland,GRL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180900,Grenada,GRD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182341,Guam,GUM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183782,Guatemala,GTM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.1579222339134698,1.12222106548301,1.0453078110693,1.1730075113638898,1.0038342531866802,1.3955904851844099,1.37345487471598,1.4571460498379698,1.2666873641726202,1.02599976681823,1.69642857142857,1.11850060459492,1.1419870574800202,0.9107539018409679,0.8983077653012809,1.2314865606143701,1.27139028245481,1.37213757868808,1.1811218186310801,1.3066782558308,1.31685153691905,1.88944910430075,2.02571867758735,2.03593409871932,2.19084928671742,2.0073704359648703,1.66749799534035,1.75071000671895,1.86907699721099,1.8028516299552,1.7280115628159898,1.26843726414995,1.4726203751384601,1.26706017134887,1.1785345993651999,1.08042737364637,0.895717413539242,0.7428179433222399,0.7208398509941779,0.675600759866063,0.918401634718749,1.05206292918867,0.7622450260542941,0.815655342525256,0.479416089056921,0.3839136567354579,0.43182946456192,0.39845660146699297,0.42542117101512,0.390659246814427,0.410755661925454,0.41429982628570794,0.445274168144707,0.46379358715492897,0.418365533340073,0.395900174564832,0.42313934838109396,0.363192099052516,0.352941134242593,,
185223,Guinea,GIN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,0.902357645982379,0.793828345445229,0.6391086375341011,,,,,,,,,2.38055425991604,1.69464061466168,1.3407093629396,1.3561169045420802,,,1.17281926203606,1.25499180312356,1.5951311433112902,1.53463751403247,3.1002105461516405,3.3246802439883,2.4411814148619704,2.22856440980186,,,,,,,,2.98052820920924,3.15833488199219,2.97318238560544,3.3050830558159,2.48701465672409,2.7083201064926805,2.46740138641465,,
186664,Guinea-Bissau,GNB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,0.00869457771777129,0.0134783154640054,0.0150240384615385,0.0109031437397783,0.0243964421855146,0.0580869565217391,,0.18108504398826997,,,,,0.317965023847377,0.49556809024979903,0.5665930831493751,0.650521152667075,1.4047619047619,,2.62803036170707,1.62672677091596,1.5586028989376,1.5754231105396599,,2.0648367128032197,,,,1.6623864697622401,2.01752612867555,1.5950604676991298,2.47559679386477,2.0760176392996,2.03802325715883,1.6371683692577401,,,,,
188105,Guyana,GUY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,1.64596273291925,2.85057471264368,6.958105646630241,8.35260115606936,6.0745829244357195,3.8908450704225297,3.7150127226463106,3.70026525198939,3.9448966812774,5.12655601659751,4.51634877384196,4.67470588235294,8.43686354378819,5.35585585585586,3.0860887697348796,2.66376601401982,1.5837366892546,0.905828279604213,0.582892778319561,0.9696923011084008,0.950952235978621,1.0059367209462702,0.9155203860837651,0.78783093358105,,,,1.7659772484290002,2.0179456234117703,2.2932866809793504,2.19971682743689,2.80932483375126,2.24354231798175,1.31488363331221,1.4348917512892199,1.5874597068755,1.5331882559977499,1.37543688813925,1.2581277227157701,1.1764574637522,1.17603562268615,1.27656343374752,1.45848135071493,1.5054320123928002,1.67949349521851,1.6932586457226597,,
189546,Haiti,HTI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08860736747529199,0.0891194089456869,0.102173247627793,0.11155038759689902,0.113783288948069,0.106326027948125,0.0777847814843548,0.106210123351765,,,,,,,,,,,,,,,,,,0.000615197645102972,0.000618762983826772,0.0008875376495359311,0.000840815854617829,0.000875319920947532,0.000840337405567425,,
190987,Honduras,HND,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.16840536512668,1.07584269662921,0.988387096774193,0.9317073170731709,1.2800875273523,1.2291052114061,1.1818181818181799,1.1371237458194,1.08545034642032,1.06824925816024,1.3692946058091298,1.4700193423597698,1.83600713012478,1.6833773087071202,1.5988647114474899,1.9039145907473303,1.75816023738872,1.9047619047619,2.26961558715113,2.23954802259887,2.22135619641465,2.14577052668913,2.3075598415705203,2.27494312642184,2.4404941247363703,2.5827723588405003,2.77011946960746,2.9500301023479802,2.85374554102259,2.6707954325527403,2.20148360851878,1.54468554615668,,1.15782978535854,,,,,,,0.7299290604589409,0.8226105153286261,0.8091875144193621,0.998264922159563,0.682692754206461,0.6414784644571839,0.692430000775615,0.7760079326206759,0.953978192715484,1.07491069621038,1.07445720815541,1.1313091033042602,1.1460188709791201,1.60131821530496,1.54864476700508,1.68213854736879,1.68022789953908,1.74380834280204,1.7125893130415901,,
192428,"Hong Kong SAR, China",HKG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193869,Hungary,HUN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,4.03007518796992,3.74168514412417,3.2736572890025597,3.00699300699301,3.2078413900646,3.33540501346592,3.00623936471923,2.9553264604811003,3.23963792282039,3.23904440861791,3.3425797503467405,3.3337607385562302,3.24330699374926,3.33593662836104,3.14767501277466,4.97242913804779,3.22373254959589,3.15557729941292,3.5962232713135203,2.78616206175993,2.5635380270904102,2.16146979946364,2.1796531721192,1.9065682898096499,1.82413438385634,1.32472748303328,1.2590610397978301,1.4766844027822599,1.2721641748015,1.43361259969176,1.51310022700998,1.5701270901465703,1.5937738020925802,1.64262159438689,1.47272381889096,1.41202878738717,1.22300995957572,1.2702581061045701,1.182210686841,1.1300831603758401,1.03176909970281,1.0456373372024301,1.03418692234589,0.946637051715579,0.8636352520840039,0.9201597947839292,1.02270986570347,1.05016762431816,1.08207729001535,,
195310,Iceland,ISL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196751,India,IND,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.00401234567901,2.07435972060536,2.74540043290043,4.0253060263653495,3.81923698021801,3.8714149139579397,3.57237064592492,3.22392372146778,3.24556858467412,3.14081455805893,3.1851830398517103,3.65245352356247,3.7179474612821,3.1586437671343304,3.2028263244128903,3.5345987811071606,3.4778831428907995,3.1627719371291803,3.12633170169882,3.2613286578754104,3.13378132972583,3.18624812218328,3.34511766555139,3.3230686597073995,3.41687559436328,3.5690302776083,4.10646868066223,4.231317527010799,3.72867178276269,3.5341797276728797,3.1462146102996202,2.9099743276426695,2.70483970561409,2.8235422456872303,2.66467372708604,2.57848357246069,2.4727682254674,2.64773242601716,2.72731141679376,2.95719564743412,2.94892990622572,2.9244355462896,2.82686683045838,2.6777769322274803,2.82875224798105,2.7549076662149603,2.5268086302634503,2.34263388324219,2.5501948469465696,2.8934959701011,2.7074640421781804,2.65149668110065,2.53734660363375,2.47272671433353,2.49676988106994,2.4051274700264,2.50647075056096,2.50962455841482,2.4190343416652302,,
198192,Indonesia,IDN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,2.70592080687337,3.4921890448882698,3.42186762528529,3.20608920239654,3.16319352853249,3.0202589194826603,2.9172176905625804,2.88462200140382,2.9019282697112594,2.39812942040375,2.28542025922011,2.1705993536979498,2.00976539562951,1.7221876700614198,1.5308410589377202,1.38913634136564,1.41049291967411,1.32406418395881,1.35687600701146,1.2235578089369799,1.26615561718382,1.2263098606423601,1.2643925282780801,1.49774173762735,1.01911684387405,0.8108126540150759,0.684483763500435,0.5727926527042131,0.700120208801041,0.909285036773652,0.945714621727218,0.7507893940049308,0.716424793814124,0.7747874529536379,0.633480779761917,0.6124112589632911,0.6175870919519321,0.653776702606807,0.711549473406383,0.9187698391830659,0.7778551782328309,0.8869711326333379,0.790694800528013,0.804336712672088,0.7164428327801609,,
199633,"Iran, Islamic Rep.",IRN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.29490883301967,2.34664218166081,2.3074108771210198,2.5903569644735898,2.88182674775756,3.24952490444466,3.8189953679917004,4.457991761382321,5.176363590903981,5.9690541955316,5.856903290962481,3.04701247800352,2.27537027764767,1.86470541876358,8.750350247508239,12.0691929092555,11.2479723346227,10.189830148981802,11.113205091091402,5.797247028097829,5.34315018542368,8.19038082342705,7.90689063839738,7.09708065005957,6.354853844404,6.51241844033205,6.07933597523708,5.88910778863281,6.269777621033,4.55798049268961,2.9426501253475896,2.16970796657052,1.7893054443735599,1.7003612017497098,2.0730100051261497,2.1541658849803897,2.24486451064281,2.49887472505777,2.62907924769004,2.40455173780106,2.2950422215257205,2.4181792967932405,2.1745763661274298,2.4050402653568996,2.83455780463948,3.0366544980481702,3.31519380033441,2.7492986893445996,2.7752572000250093,3.1543116957535497,2.9069126065035897,2.38163454250427,2.75703583035865,2.2445347910793196,2.2810787288833,2.7603117489536397,2.97279327924115,3.10518416947631,2.66751206072691,,
201074,Iraq,IRQ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,7.05063185899568,6.85139886867451,6.91081661891118,8.250884642604388,7.95651389390112,8.87326656394453,8.52055837563452,8.42706237424547,9.2208540042523,11.380084745762698,11.1682261208577,10.516111033617001,10.6410923728225,12.258362026561699,12.494819419775,11.6746221161496,11.163100169560598,9.81281342579567,8.11775941535523,6.14876787611163,5.5115246670512406,10.8295344412937,,,,,,,,,,,,,,,,,,,,,,,1.67558936789706,2.24259856119021,1.8975708247897198,2.23992427505024,2.36776075299632,2.8991175877531496,2.7093522797245897,2.30344021962536,1.89956836613945,3.3158309614939903,2.9506139914123,5.346600574924111,3.4821774440186397,3.8386612850878197,2.72652780753896,,
202515,Ireland,IRL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.3303867427438703,1.3201420849704801,1.29021997609629,1.2428171338391498,1.30320786489055,1.32690805500519,1.23436045763536,1.18712684797857,1.1328512994363602,1.09928037099096,1.15860929602813,1.24394513227465,1.3288110113195701,1.31269490105501,1.40693235636944,1.6259589671086498,1.6151624994801201,1.5251774400584799,1.4830835473900101,1.5822005670923303,1.66526701222097,1.5806066184410101,1.59123694788544,1.4926312327501001,1.4124394252766201,1.4160442040808099,1.4232052652488998,1.28230024699033,1.1994341526595,1.10547611947077,1.20350328404375,1.25393531255992,1.20411854985202,1.13922514870102,1.10873259118524,1.01435938826102,0.989927158967187,0.9240661273830201,0.823869515994083,0.750676498659298,0.6956977421135471,0.7035171562693641,0.6340137203860811,0.587540935936822,0.568322292110072,0.540993178554175,0.5129362977857129,0.508412566053407,0.575494191056292,0.59911623216449,0.5736305587336,0.546569534735166,0.514164819089702,0.500549108101836,0.460334316492031,0.34252035671596104,0.331469026717779,0.31063192898547803,0.330585082043917,,
203956,Isle of Man,IMN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205397,Israel,ISR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,7.46024831191462,7.865016263100831,9.160791960401982,9.7535741158766,8.98462696194367,8.569153776160151,9.43467336683417,15.442514474772501,17.4280147218013,19.0893169877408,23.4470563207999,22.799803477592203,20.3710188427547,27.856092653734997,27.6552864420413,30.4638027862708,29.2455930986357,23.087213342599,22.891134975784396,19.3846931894808,18.9193366304698,20.262268619789698,18.3882100800596,15.546888677079899,16.1822289156626,16.6006435277983,14.767712882713699,16.9001449480308,17.5310186952928,14.0601463675354,13.966327424117901,17.608867816326498,12.342237566669901,13.017995937527699,11.432689808410599,8.94593363531105,8.73231590774874,8.449450405954291,7.885664164443639,7.37718637917162,7.114009582586781,7.35226463708729,8.33669219454282,8.5384923729126,8.221410875655192,7.667351779643769,7.506691951862201,6.785634562232961,6.57157373567609,6.76326747400004,6.248704112289491,6.244615740290331,6.04699760509887,5.91284057805451,5.96301091548108,5.64634337275427,4.630697701126129,4.4325638900397095,4.34810126356225,,
